"symbol","name","country","sector","industry","ev","employees","stock price","# of shares","revenue","ebitda","profitability"
"TYT.L","TOYOTA MOTOR CORPORATION Y50","Japan","Consumer Cyclical","Auto Manufacturers","59457186824192","379659","Date
2018-09-30 00:00:00+01:00    1002.805834
2018-10-31 00:00:00+00:00    1046.326530
2018-11-30 00:00:00+00:00    1044.131814
2018-12-31 00:00:00+00:00    1052.035792
2019-01-31 00:00:00+00:00    1045.140076
2019-02-28 00:00:00+00:00    1039.875464
2019-03-31 00:00:00+00:00    1044.700602
2019-04-30 00:00:00+01:00    1174.803424
2019-05-31 00:00:00+01:00    1137.867995
2019-06-30 00:00:00+01:00    1136.443030
2019-07-31 00:00:00+01:00    1196.948635
2019-08-31 00:00:00+01:00    1176.536650
2019-09-30 00:00:00+01:00    1253.234840
2019-10-31 00:00:00+00:00    1336.462248
2019-11-30 00:00:00+00:00    1414.559564
2019-12-31 00:00:00+00:00    1420.429633
2020-01-31 00:00:00+00:00    1415.828031
2020-02-29 00:00:00+00:00    1403.275854
2020-03-31 00:00:00+01:00    1220.810747
2020-04-30 00:00:00+01:00    1208.032635
2020-05-31 00:00:00+01:00    1202.840807
2020-06-30 00:00:00+01:00    1274.931913
2020-07-31 00:00:00+01:00    1227.416408
2020-08-31 00:00:00+01:00    1279.088776
2020-09-30 00:00:00+01:00    1287.279031
2020-10-31 00:00:00+00:00    1278.224509
2020-11-30 00:00:00+00:00    1333.512486
2020-12-31 00:00:00+00:00    1403.528623
2021-01-31 00:00:00+00:00    1424.221344
2021-02-28 00:00:00+00:00    1482.273389
2021-03-31 00:00:00+01:00    1526.697213
2021-04-30 00:00:00+01:00    1677.339966
2021-05-31 00:00:00+01:00    1721.218005
2021-06-30 00:00:00+01:00    1964.291853
2021-07-31 00:00:00+01:00    1958.613708
2021-08-31 00:00:00+01:00    1941.423520
2021-09-30 00:00:00+01:00    1982.623402
2021-10-31 00:00:00+01:00    1969.549717
2021-11-30 00:00:00+00:00    2078.120783
2021-12-31 00:00:00+00:00    2074.155599
2022-01-31 00:00:00+00:00    2297.782092
2022-02-28 00:00:00+00:00    2213.087000
2022-03-31 00:00:00+01:00    2044.502250
2022-04-30 00:00:00+01:00    2186.307180
2022-05-31 00:00:00+01:00    2107.692447
2022-06-30 00:00:00+01:00    2139.657629
2022-07-31 00:00:00+01:00    2139.748070
2022-08-31 00:00:00+01:00    2127.741888
2022-09-30 00:00:00+01:00    2018.194179
2022-10-31 00:00:00+00:00    1998.816860
2022-11-30 00:00:00+00:00    2007.306313
2022-12-31 00:00:00+00:00    1913.587500
2023-01-31 00:00:00+00:00    1857.202230
2023-02-28 00:00:00+00:00    1887.303241
2023-03-31 00:00:00+01:00    1831.511459
2023-04-30 00:00:00+01:00    1831.928569
2023-05-31 00:00:00+01:00    1916.541870
2023-06-30 00:00:00+01:00    2169.036066
2023-07-31 00:00:00+01:00    2286.486596
2023-08-31 00:00:00+01:00    2416.841886
2023-09-30 00:00:00+01:00    2546.000000
Freq: M","13513900032","2023-03-31    37154298000000.0
2022-03-31    31379507000000.0
2021-03-31    27214593000000.0
2020-03-31    29929992000000.0","2023-03-31    5833750000000.0
2022-03-31    5856409000000.0
2021-03-31    4624181000000.0
2020-03-31    4192207000000.0","[{'fecha': '2023-03-31T00:00:00', 'kpi': 3705832000010.192}, {'fecha': '2022-03-31T00:00:00', 'kpi': 3830244000010.1523}, {'fecha': '2021-03-31T00:00:00', 'kpi': 3767945000012.858}]"
"VOD.L","VODAFONE GROUP PLC ORD USD0.20 ","United Kingdom","Communication Services","Telecom Services","71752458240","104000","Date
2018-09-30 00:00:00+01:00    137.043427
2018-10-31 00:00:00+00:00    124.910524
2018-11-30 00:00:00+00:00    128.638123
2018-12-31 00:00:00+00:00    135.011074
2019-01-31 00:00:00+00:00    125.238257
2019-02-28 00:00:00+00:00    118.061367
2019-03-31 00:00:00+00:00    118.262490
2019-04-30 00:00:00+01:00    119.768555
2019-05-31 00:00:00+01:00    111.005168
2019-06-30 00:00:00+01:00    111.832724
2019-07-31 00:00:00+01:00    117.001649
2019-08-31 00:00:00+01:00    131.117311
2019-09-30 00:00:00+01:00    138.637869
2019-10-31 00:00:00+00:00    139.538400
2019-11-30 00:00:00+00:00    138.454750
2019-12-31 00:00:00+00:00    132.317322
2020-01-31 00:00:00+00:00    137.004051
2020-02-29 00:00:00+00:00    134.677345
2020-03-31 00:00:00+01:00    106.289026
2020-04-30 00:00:00+01:00     99.638065
2020-05-31 00:00:00+01:00    109.740982
2020-06-30 00:00:00+01:00    119.989371
2020-07-31 00:00:00+01:00    116.748759
2020-08-31 00:00:00+01:00    108.356874
2020-09-30 00:00:00+01:00     98.974821
2020-10-31 00:00:00+00:00    100.415148
2020-11-30 00:00:00+00:00    109.560823
2020-12-31 00:00:00+00:00    119.838049
2021-01-31 00:00:00+00:00    122.523795
2021-02-28 00:00:00+00:00    125.970863
2021-03-31 00:00:00+01:00    126.067670
2021-04-30 00:00:00+01:00    129.440049
2021-05-31 00:00:00+01:00    129.453314
2021-06-30 00:00:00+01:00    122.799131
2021-07-31 00:00:00+01:00    113.120868
2021-08-31 00:00:00+01:00    115.756848
2021-09-30 00:00:00+01:00    112.566526
2021-10-31 00:00:00+01:00    106.994455
2021-11-30 00:00:00+00:00    109.028225
2021-12-31 00:00:00+00:00    112.362856
2022-01-31 00:00:00+00:00    119.997000
2022-02-28 00:00:00+00:00    135.658001
2022-03-31 00:00:00+01:00    124.483478
2022-04-30 00:00:00+01:00    127.955790
2022-05-31 00:00:00+01:00    123.233333
2022-06-30 00:00:00+01:00    126.458001
2022-07-31 00:00:00+01:00    127.167620
2022-08-31 00:00:00+01:00    119.704545
2022-09-30 00:00:00+01:00    108.329524
2022-10-31 00:00:00+00:00    100.445238
2022-11-30 00:00:00+00:00     99.030000
2022-12-31 00:00:00+00:00     86.348500
2023-01-31 00:00:00+00:00     90.753810
2023-02-28 00:00:00+00:00     96.646000
2023-03-31 00:00:00+01:00     94.242608
2023-04-30 00:00:00+01:00     91.597222
2023-05-31 00:00:00+01:00     86.409474
2023-06-30 00:00:00+01:00     74.042727
2023-07-31 00:00:00+01:00     73.381429
2023-08-31 00:00:00+01:00     72.144546
2023-09-30 00:00:00+01:00     73.024998
Freq: M","27077099520","2023-03-31    45706000000.0
2022-03-31    45580000000.0
2021-03-31    43809000000.0
2020-03-31    44974000000.0","2023-03-31    14544000000.0
2022-03-31     5918000000.0
2021-03-31     5427000000.0
2020-03-31    18518000000.0","[{'fecha': '2023-03-31T00:00:00', 'kpi': 9213000004.933475}, {'fecha': '2022-03-31T00:00:00', 'kpi': 9060000012.124443}, {'fecha': '2021-03-31T00:00:00', 'kpi': 8640000013.221386}]"
"BT-A.L","BT GROUP PLC ORD 5P","United Kingdom","Communication Services","Telecom Services","31665604608","97100","Date
2018-09-30 00:00:00+01:00    200.775576
2018-10-31 00:00:00+00:00    211.002962
2018-11-30 00:00:00+00:00    229.017378
2018-12-31 00:00:00+00:00    222.480869
2019-01-31 00:00:00+00:00    213.095354
2019-02-28 00:00:00+00:00    206.995597
2019-03-31 00:00:00+00:00    200.712550
2019-04-30 00:00:00+01:00    205.577603
2019-05-31 00:00:00+01:00    188.252342
2019-06-30 00:00:00+01:00    184.146127
2019-07-31 00:00:00+01:00    175.152393
2019-08-31 00:00:00+01:00    161.965324
2019-09-30 00:00:00+01:00    166.378223
2019-10-31 00:00:00+00:00    187.433528
2019-11-30 00:00:00+00:00    186.590420
2019-12-31 00:00:00+00:00    189.118157
2020-01-31 00:00:00+00:00    179.437821
2020-02-29 00:00:00+00:00    151.431214
2020-03-31 00:00:00+01:00    123.448637
2020-04-30 00:00:00+01:00    117.203928
2020-05-31 00:00:00+01:00    110.100018
2020-06-30 00:00:00+01:00    116.361660
2020-07-31 00:00:00+01:00    109.635408
2020-08-31 00:00:00+01:00    104.332137
2020-09-30 00:00:00+01:00    103.257074
2020-10-31 00:00:00+00:00    101.242088
2020-11-30 00:00:00+00:00    115.707975
2020-12-31 00:00:00+00:00    132.363442
2021-01-31 00:00:00+00:00    135.649982
2021-02-28 00:00:00+00:00    125.201327
2021-03-31 00:00:00+01:00    140.410419
2021-04-30 00:00:00+01:00    153.210715
2021-05-31 00:00:00+01:00    168.376660
2021-06-30 00:00:00+01:00    190.746676
2021-07-31 00:00:00+01:00    182.774611
2021-08-31 00:00:00+01:00    171.110944
2021-09-30 00:00:00+01:00    158.185140
2021-10-31 00:00:00+01:00    141.022796
2021-11-30 00:00:00+00:00    157.594005
2021-12-31 00:00:00+00:00    167.625461
2022-01-31 00:00:00+00:00    183.845000
2022-02-28 00:00:00+00:00    194.332500
2022-03-31 00:00:00+01:00    178.630435
2022-04-30 00:00:00+01:00    186.052631
2022-05-31 00:00:00+01:00    182.216667
2022-06-30 00:00:00+01:00    184.012498
2022-07-31 00:00:00+01:00    182.930953
2022-08-31 00:00:00+01:00    157.127273
2022-09-30 00:00:00+01:00    136.626286
2022-10-31 00:00:00+00:00    125.373809
2022-11-30 00:00:00+00:00    121.890909
2022-12-31 00:00:00+00:00    115.232500
2023-01-31 00:00:00+00:00    127.150002
2023-02-28 00:00:00+00:00    136.787501
2023-03-31 00:00:00+01:00    143.069566
2023-04-30 00:00:00+01:00    154.019446
2023-05-31 00:00:00+01:00    149.955000
2023-06-30 00:00:00+01:00    136.138635
2023-07-31 00:00:00+01:00    123.888096
2023-08-31 00:00:00+01:00    114.386363
2023-09-30 00:00:00+01:00    114.975002
Freq: M","9943310336","2023-03-31    20681000000.0
2022-03-31    20850000000.0
2021-03-31    21331000000.0
2020-03-31    22905000000.0","2023-03-31    7441000000.0
2022-03-31    7302000000.0
2021-03-31    6954000000.0
2020-03-31    7547000000.0","[{'fecha': '2023-03-31T00:00:00', 'kpi': 5307000004.255558}, {'fecha': '2022-03-31T00:00:00', 'kpi': 4607000004.336566}, {'fecha': '2021-03-31T00:00:00', 'kpi': 4903000004.553581}]"
"0QIU.IL","NOVO NORDISK A/S NOVO NORDISK O","Denmark","Healthcare","Biotechnology","3206024003584","59337","Date
2018-09-30 00:00:00+01:00    138.264888
2018-10-31 00:00:00+00:00    126.829666
2018-11-30 00:00:00+00:00    131.897408
2018-12-31 00:00:00+00:00    135.849566
2019-01-31 00:00:00+00:00    139.573177
2019-02-28 00:00:00+00:00    145.833247
2019-03-31 00:00:00+00:00    152.212432
2019-04-30 00:00:00+01:00    155.259280
2019-05-31 00:00:00+01:00    148.623925
2019-06-30 00:00:00+01:00    155.759225
2019-07-31 00:00:00+01:00    152.888834
2019-08-31 00:00:00+01:00    160.114209
2019-09-30 00:00:00+01:00    166.386185
2019-10-31 00:00:00+00:00    167.910362
2019-11-30 00:00:00+00:00    180.950046
2019-12-31 00:00:00+00:00    182.869069
2020-01-31 00:00:00+00:00    190.689493
2020-02-29 00:00:00+00:00    203.404070
2020-03-31 00:00:00+01:00    181.923015
2020-04-30 00:00:00+01:00    201.181184
2020-05-31 00:00:00+01:00    206.750407
2020-06-30 00:00:00+01:00    207.009225
2020-07-31 00:00:00+01:00    204.913053
2020-08-31 00:00:00+01:00    198.405537
2020-09-30 00:00:00+01:00    205.253417
2020-10-31 00:00:00+00:00    213.777255
2020-11-30 00:00:00+00:00    204.208676
2020-12-31 00:00:00+00:00    206.363262
2021-01-31 00:00:00+00:00    209.365569
2021-02-28 00:00:00+00:00    215.365746
2021-03-31 00:00:00+01:00    211.615482
2021-04-30 00:00:00+01:00    220.059807
2021-05-31 00:00:00+01:00    236.479505
2021-06-30 00:00:00+01:00    251.217399
2021-07-31 00:00:00+01:00    272.368931
2021-08-31 00:00:00+01:00    318.439683
2021-09-30 00:00:00+01:00    316.824176
2021-10-31 00:00:00+01:00    326.575002
2021-11-30 00:00:00+00:00    365.235227
2021-12-31 00:00:00+00:00    362.879761
2022-01-31 00:00:00+00:00    323.183751
2022-02-28 00:00:00+00:00    332.775000
2022-03-31 00:00:00+01:00    358.227176
2022-04-30 00:00:00+01:00    394.514475
2022-05-31 00:00:00+01:00    379.079758
2022-06-30 00:00:00+01:00    386.888751
2022-07-31 00:00:00+01:00    411.028572
2022-08-31 00:00:00+01:00    395.253408
2022-09-30 00:00:00+01:00    385.345238
2022-10-31 00:00:00+00:00    398.069048
2022-11-30 00:00:00+00:00    418.322728
2022-12-31 00:00:00+00:00    458.004999
2023-01-31 00:00:00+00:00    474.611902
2023-02-28 00:00:00+00:00    487.817500
2023-03-31 00:00:00+01:00    507.852173
2023-04-30 00:00:00+01:00    560.636108
2023-05-31 00:00:00+01:00    569.290002
2023-06-30 00:00:00+01:00    544.052266
2023-07-31 00:00:00+01:00    536.595235
2023-08-31 00:00:00+01:00    613.115914
2023-09-30 00:00:00+01:00    657.625000
Freq: M","3358370048","2022-12-31    176954000000.0
2021-12-31    140800000000.0
2020-12-31    126946000000.0
2019-12-31    122021000000.0","2022-12-31    76802000000.0
2021-12-31    67556000000.0
2020-12-31    59273000000.0
2019-12-31    54434000000.0","[{'fecha': '2022-12-31T00:00:00', 'kpi': 14753000041.744017}, {'fecha': '2021-12-31T00:00:00', 'kpi': 7385000047.45728}, {'fecha': '2020-12-31T00:00:00', 'kpi': 22081000054.08911}]"
"0R0X.IL","TESLA INC TESLA ORD (CDI)","United States","Consumer Cyclical","Auto Manufacturers","788395589632","127855","Date
2018-09-30 00:00:00+01:00     19.280536
2018-10-31 00:00:00+00:00     18.913393
2018-11-30 00:00:00+00:00     23.001192
2018-12-31 00:00:00+00:00     23.072114
2019-01-31 00:00:00+00:00     21.167387
2019-02-28 00:00:00+00:00     20.525778
2019-03-31 00:00:00+00:00     18.523252
2019-04-30 00:00:00+01:00     17.917866
2019-05-31 00:00:00+01:00     14.543650
2019-06-30 00:00:00+01:00     14.276833
2019-07-31 00:00:00+01:00     16.041087
2019-08-31 00:00:00+01:00     15.072301
2019-09-30 00:00:00+01:00     15.780635
2019-10-31 00:00:00+00:00     17.643333
2019-11-30 00:00:00+00:00     22.515476
2019-12-31 00:00:00+00:00     24.952833
2020-01-31 00:00:00+00:00     34.985000
2020-02-29 00:00:00+00:00     53.261333
2020-03-31 00:00:00+01:00     37.386969
2020-04-30 00:00:00+01:00     44.463167
2020-05-31 00:00:00+01:00     53.191930
2020-06-30 00:00:00+01:00     63.991364
2020-07-31 00:00:00+01:00     96.862319
2020-08-31 00:00:00+01:00    117.460666
2020-09-30 00:00:00+01:00    137.355302
2020-10-31 00:00:00+00:00    142.893939
2020-11-30 00:00:00+00:00    156.478173
2020-12-31 00:00:00+00:00    210.410316
2021-01-31 00:00:00+00:00    277.974998
2021-02-28 00:00:00+00:00    264.798331
2021-03-31 00:00:00+01:00    219.756521
2021-04-30 00:00:00+01:00    236.333334
2021-05-31 00:00:00+01:00    204.254385
2021-06-30 00:00:00+01:00    209.287877
2021-07-31 00:00:00+01:00    219.696969
2021-08-31 00:00:00+01:00    234.984127
2021-09-30 00:00:00+01:00    251.665908
2021-10-31 00:00:00+01:00    292.192066
2021-11-30 00:00:00+00:00    373.405305
2021-12-31 00:00:00+00:00    337.457142
2022-01-31 00:00:00+00:00    336.308333
2022-02-28 00:00:00+00:00    293.146665
2022-03-31 00:00:00+01:00    304.081883
2022-04-30 00:00:00+01:00    335.571055
2022-05-31 00:00:00+01:00    253.203969
2022-06-30 00:00:00+01:00    233.092500
2022-07-31 00:00:00+01:00    248.921429
2022-08-31 00:00:00+01:00    295.195455
2022-09-30 00:00:00+01:00    286.120239
2022-10-31 00:00:00+00:00    224.483334
2022-11-30 00:00:00+00:00    191.613408
2022-12-31 00:00:00+00:00    157.191499
2023-01-31 00:00:00+00:00    132.173334
2023-02-28 00:00:00+00:00    199.069501
2023-03-31 00:00:00+01:00    189.349568
2023-04-30 00:00:00+01:00    176.736111
2023-05-31 00:00:00+01:00    176.225000
2023-06-30 00:00:00+01:00    246.454545
2023-07-31 00:00:00+01:00    275.190476
2023-08-31 00:00:00+01:00    241.818182
2023-09-30 00:00:00+01:00    249.000000
Freq: M","3173989888","2022-12-31    81462000000.0
2021-12-31    53823000000.0
2020-12-31    31536000000.0
2019-12-31    24578000000.0","2022-12-31    17657000000.0
2021-12-31     9625000000.0
2020-12-31     4224000000.0
2019-12-31     2174000000.0","[{'fecha': '2022-12-31T00:00:00', 'kpi': 7172000044.650597}, {'fecha': '2021-12-31T00:00:00', 'kpi': 8014000081.91123}, {'fecha': '2020-12-31T00:00:00', 'kpi': 3242000186.646683}]"
"WISE.L","WISE PLC CLS A ORD GBP0.01","United Kingdom","Technology","Information Technology Services","6766040576","5100","Date
2021-07-31 00:00:00+01:00     956.411116
2021-08-31 00:00:00+01:00     989.928569
2021-09-30 00:00:00+01:00    1065.704545
2021-10-31 00:00:00+01:00     927.323812
2021-11-30 00:00:00+00:00     790.990903
2021-12-31 00:00:00+00:00     750.600005
2022-01-31 00:00:00+00:00     653.920001
2022-02-28 00:00:00+00:00     568.699994
2022-03-31 00:00:00+01:00     505.886956
2022-04-30 00:00:00+01:00     442.289472
2022-05-31 00:00:00+01:00     354.671429
2022-06-30 00:00:00+01:00     342.625002
2022-07-31 00:00:00+01:00     375.766670
2022-08-31 00:00:00+01:00     496.881819
2022-09-30 00:00:00+01:00     565.428903
2022-10-31 00:00:00+00:00     679.638096
2022-11-30 00:00:00+00:00     633.527266
2022-12-31 00:00:00+00:00     608.909998
2023-01-31 00:00:00+00:00     564.514294
2023-02-28 00:00:00+00:00     584.610001
2023-03-31 00:00:00+01:00     555.643478
2023-04-30 00:00:00+01:00     555.622216
2023-05-31 00:00:00+01:00     564.070004
2023-06-30 00:00:00+01:00     600.736367
2023-07-31 00:00:00+01:00     699.923808
2023-08-31 00:00:00+01:00     699.563632
2023-09-30 00:00:00+01:00     643.000000
Freq: M","1024780032","2023-03-31    986300000.0
2022-03-31    559900000.0
2021-03-31    421000000.0
2020-03-31    302600000.0","2023-03-31    179700000.0
2022-03-31     78300000.0
2021-03-31     70400000.0
2020-03-31     45500000.0","[{'fecha': '2023-03-31T00:00:00', 'kpi': 8800037.651867423}, {'fecha': '2022-03-31T00:00:00', 'kpi': 11900086.411757037}, {'fecha': '2021-03-31T00:00:00', 'kpi': 23200096.10853091}]"
"AAF.L","AIRTEL AFRICA PLC ORD USD0.50","United Kingdom","Communication Services","Telecom Services","7919682048","4072","Date
2019-06-30 00:00:00+01:00     60.210674
2019-07-31 00:00:00+01:00     62.968306
2019-08-31 00:00:00+01:00     59.732814
2019-09-30 00:00:00+01:00     51.010766
2019-10-31 00:00:00+00:00     49.461252
2019-11-30 00:00:00+00:00     63.646022
2019-12-31 00:00:00+00:00     72.697681
2020-01-31 00:00:00+00:00     68.631083
2020-02-29 00:00:00+00:00     67.582339
2020-03-31 00:00:00+01:00     43.077983
2020-04-30 00:00:00+01:00     36.382464
2020-05-31 00:00:00+01:00     35.153482
2020-06-30 00:00:00+01:00     53.193990
2020-07-31 00:00:00+01:00     58.803786
2020-08-31 00:00:00+01:00     56.020607
2020-09-30 00:00:00+01:00     58.495004
2020-10-31 00:00:00+00:00     61.981755
2020-11-30 00:00:00+00:00     73.134478
2020-12-31 00:00:00+00:00     82.036306
2021-01-31 00:00:00+00:00     76.907800
2021-02-28 00:00:00+00:00     77.926252
2021-03-31 00:00:00+01:00     79.876740
2021-04-30 00:00:00+01:00     76.665549
2021-05-31 00:00:00+01:00     77.812282
2021-06-30 00:00:00+01:00     78.060187
2021-07-31 00:00:00+01:00     81.498467
2021-08-31 00:00:00+01:00     91.888856
2021-09-30 00:00:00+01:00     94.932479
2021-10-31 00:00:00+01:00     96.912832
2021-11-30 00:00:00+00:00    125.125721
2021-12-31 00:00:00+00:00    127.642856
2022-01-31 00:00:00+00:00    142.765002
2022-02-28 00:00:00+00:00    149.052632
2022-03-31 00:00:00+01:00    141.704349
2022-04-30 00:00:00+01:00    144.973684
2022-05-31 00:00:00+01:00    146.423811
2022-06-30 00:00:00+01:00    141.044999
2022-07-31 00:00:00+01:00    154.409523
2022-08-31 00:00:00+01:00    145.481818
2022-09-30 00:00:00+01:00    136.071429
2022-10-31 00:00:00+00:00    125.709522
2022-11-30 00:00:00+00:00    119.331818
2022-12-31 00:00:00+00:00    115.565001
2023-01-31 00:00:00+00:00    115.928572
2023-02-28 00:00:00+00:00    122.055000
2023-03-31 00:00:00+01:00    113.147826
2023-04-30 00:00:00+01:00    109.933334
2023-05-31 00:00:00+01:00    117.270000
2023-06-30 00:00:00+01:00    121.422727
2023-07-31 00:00:00+01:00    108.052381
2023-08-31 00:00:00+01:00    113.436363
2023-09-30 00:00:00+01:00    114.500000
Freq: M","3750830080","2023-03-31    5255000000.0
2022-03-31    4714000000.0
2021-03-31    3908000000.0
2020-03-31    3422000000.0","2023-03-31    2604000000.0
2022-03-31    2409000000.0
2021-03-31    1810000000.0
2020-03-31    1670000000.0","[{'fecha': '2023-03-31T00:00:00', 'kpi': 1281000003.0413525}, {'fecha': '2022-03-31T00:00:00', 'kpi': 739000003.2875392}, {'fecha': '2021-03-31T00:00:00', 'kpi': 915000004.375515}]"
"ONT.L","OXFORD NANOPORE TECHNOLOGIES PL","United Kingdom","Healthcare","Biotechnology","1297952640","1049","Date
2021-09-30 00:00:00+01:00    612.599976
2021-10-31 00:00:00+01:00    565.309524
2021-11-30 00:00:00+00:00    611.977273
2021-12-31 00:00:00+00:00    684.523810
2022-01-31 00:00:00+00:00    539.800000
2022-02-28 00:00:00+00:00    516.225000
2022-03-31 00:00:00+01:00    411.804348
2022-04-30 00:00:00+01:00    352.078947
2022-05-31 00:00:00+01:00    293.738095
2022-06-30 00:00:00+01:00    322.300000
2022-07-31 00:00:00+01:00    294.619048
2022-08-31 00:00:00+01:00    305.068182
2022-09-30 00:00:00+01:00    274.904762
2022-10-31 00:00:00+00:00    260.690476
2022-11-30 00:00:00+00:00    271.454545
2022-12-31 00:00:00+00:00    248.575000
2023-01-31 00:00:00+00:00    260.023810
2023-02-28 00:00:00+00:00    229.575000
2023-03-31 00:00:00+01:00    201.091305
2023-04-30 00:00:00+01:00    219.866666
2023-05-31 00:00:00+01:00    244.290001
2023-06-30 00:00:00+01:00    235.636365
2023-07-31 00:00:00+01:00    242.676190
2023-08-31 00:00:00+01:00    247.481817
2023-09-30 00:00:00+01:00    238.300003
Freq: M","829188992","2022-12-31    198603000.0
2021-12-31    133661000.0
2020-12-31    113860000.0
2019-12-31     52061000.0","2022-12-31    -49912000.0
2021-12-31   -140405000.0
2020-12-31    -55071000.0
2019-12-31    -65025000.0","[{'fecha': '2022-12-31T00:00:00', 'kpi': 42233973.995178714}, {'fecha': '2021-12-31T00:00:00', 'kpi': 30816990.75565229}, {'fecha': '2020-12-31T00:00:00', 'kpi': 26471976.431286156}]"
"0O87.IL","TELEFONAKTIEBOLAGET LM ERICSSON","Sweden","Technology","Communication Equipment","190106697728","103890","Date
2018-09-30 00:00:00+01:00     76.645965
2018-10-31 00:00:00+00:00     77.780513
2018-11-30 00:00:00+00:00     76.489032
2018-12-31 00:00:00+00:00     77.700537
2019-01-31 00:00:00+00:00     76.297201
2019-02-28 00:00:00+00:00     82.539638
2019-03-31 00:00:00+00:00     85.550851
2019-04-30 00:00:00+01:00     89.869124
2019-05-31 00:00:00+01:00     89.790258
2019-06-30 00:00:00+01:00     89.769997
2019-07-31 00:00:00+01:00     84.970719
2019-08-31 00:00:00+01:00     79.298533
2019-09-30 00:00:00+01:00     76.734608
2019-10-31 00:00:00+00:00     81.957234
2019-11-30 00:00:00+00:00     85.095179
2019-12-31 00:00:00+00:00     83.641319
2020-01-31 00:00:00+00:00     80.781100
2020-02-29 00:00:00+00:00     81.818273
2020-03-31 00:00:00+01:00     70.913044
2020-04-30 00:00:00+01:00     80.511468
2020-05-31 00:00:00+01:00     81.928014
2020-06-30 00:00:00+01:00     84.594935
2020-07-31 00:00:00+01:00     92.501442
2020-08-31 00:00:00+01:00     99.958700
2020-09-30 00:00:00+01:00     95.372617
2020-10-31 00:00:00+00:00     97.161983
2020-11-30 00:00:00+00:00    101.850902
2020-12-31 00:00:00+00:00     99.236035
2021-01-31 00:00:00+00:00     97.493291
2021-02-28 00:00:00+00:00    107.304621
2021-03-31 00:00:00+01:00    109.768045
2021-04-30 00:00:00+01:00    116.950270
2021-05-31 00:00:00+01:00    111.080675
2021-06-30 00:00:00+01:00    107.529778
2021-07-31 00:00:00+01:00    105.453563
2021-08-31 00:00:00+01:00     99.723501
2021-09-30 00:00:00+01:00     99.810453
2021-10-31 00:00:00+01:00    100.781666
2021-11-30 00:00:00+00:00     94.893182
2021-12-31 00:00:00+00:00     95.917620
2022-01-31 00:00:00+00:00    104.675250
2022-02-28 00:00:00+00:00    105.813000
2022-03-31 00:00:00+01:00     83.498043
2022-04-30 00:00:00+01:00     85.898158
2022-05-31 00:00:00+01:00     78.622381
2022-06-30 00:00:00+01:00     78.231249
2022-07-31 00:00:00+01:00     76.430714
2022-08-31 00:00:00+01:00     78.325228
2022-09-30 00:00:00+01:00     73.240000
2022-10-31 00:00:00+00:00     66.532619
2022-11-30 00:00:00+00:00     63.098636
2022-12-31 00:00:00+00:00     64.536000
2023-01-31 00:00:00+00:00     62.219048
2023-02-28 00:00:00+00:00     60.039000
2023-03-31 00:00:00+01:00     57.961739
2023-04-30 00:00:00+01:00     58.405278
2023-05-31 00:00:00+01:00     55.257000
2023-06-30 00:00:00+01:00     56.493182
2023-07-31 00:00:00+01:00     55.247381
2023-08-31 00:00:00+01:00     53.834318
2023-09-30 00:00:00+01:00     57.115000
Freq: M","3068000000","2022-12-31    271546000000.0
2021-12-31    232314000000.0
2020-12-31    232390000000.0
2019-12-31    227216000000.0","2022-12-31    37586000000.0
2021-12-31    41049000000.0
2020-12-31    36662000000.0
2019-12-31    19251000000.0","[{'fecha': '2022-12-31T00:00:00', 'kpi': 6197000005.057913}, {'fecha': '2021-12-31T00:00:00', 'kpi': 4625000004.631214}, {'fecha': '2020-12-31T00:00:00', 'kpi': 5310000005.185388}]"
